,bacteria,coef,rsquared_adj
0,HOT1A3,2.5018547307190483e-08,0.7351217302893958
1,CIP,3.211332142273911e-08,0.483408199055681
2,nitzsch,6.74944655514222e-09,0.46738335266158915
3,HOT5_F3,1.2930006496512548e-08,0.7592177369222199
4,HOT5_C3,5.7177063706588055e-08,0.7729877197406729
5,HP15,5.4434683504822305e-08,0.7478895608075495
6,Pgall,9.099104801226261e-08,0.7977439635313679
